0	Z IY R OW
SUDHRE	S AH D HH R
SUDIOS	S UW D IY AH Z
SUFI	S UW F IY
SUFIA	S UW F IY AH
SUFIYANA	S UW F IY AY AH N AH
SUGAR	SH UH G ER
SUGHAR	S AH AH R
SUGHRA	S AH R AH
SUHAGA	S AH HH AH G AH
SUHRU	S AH R UW
SUIYAN	S UW AY AH N
SUIYON	S UW IY IY AO N
SUJHAI	S AH JH HH EY
SUKHI	S AH K IY
SUKHN	S AH K N
SUKOON	S UW K UW N
SULA	S UW L AH
SULJHAYIN	S AH L JH HH EY AH N
SULPHATE	S AH L F EY T
SULTAN	S AH L T AH N
SUMROO	S AH M R UW
SUN	S AH N
SUNAATEY	S AH N AH EY T IY
SUNAYA	S UW N EY AH
SUNE	S UW N
SUNEN	S AH N AH N
SUNGHASAN	S AH N AH Z AH N
SUNIYE	S UW N IY AY
SUNNAT	S AH N AH T
SUNO	S UW N OW
SUNTA	S AH N T AH
SUNWAATEY	S AH N W EY EY T IY
SUNWAY	S AH N W EY
SUNYEIN	S UW N AY IY N
SUPER	S UW P ER
SUPPOSED	S AH P OW Z D
SURAIYYA	S UH R EY AY AY AH
SURATEHAAL	S UH R AH T EH HH EY AH L
SURE	SH UH R
SURF	S ER F
SURKH	S AH R K
SURKHI	S AH R K IY
SURKHIAL	S AH R K IY AH L
SURKHUROO	S AH R K Y AH R UW
SURVEY	S ER V EY
SURVEYOR	S ER V EY ER
SUSRAAL	S AH Z R EY AH L
SUST	S AH S T
SUTHRA	S AH TH R AH
SUTHRE	S AH TH R
SUZUKI	S AH Z UW K IY
SVOYN	S V OY N
SWEATERS	S W EH T ER Z
SWEDISH	S W IY D IH SH
SWEETER	S W IY T ER
SWIFT	S W IH F T
SWIMMING	S W IH M IH NG
SWING	S W IH NG
SWISS	S W IH S
SWITCH	S W IH CH
SYASI	S AY AH S IY
SYED	S AY D
SYMBOL	S IH M B AH L
SYMPHONY	S IH M F AH N IY
SYRINGEN	S AH R IH N JH AH N
SYSTEM	S IH S T AH M
T	T IY
T	T IY
TAAHAM	T AA HH AH M
TA-AJUB	T AA AE JH AH B
TAALIB	T AA L AH B
TAALLAH	T AA L AH
TAAMEER	T AH M IH R
TAAMUL	T AA M AH L
TAAQAT	T AA K AH T
TAAQUB	T AA K W B
TAARUF	T AA R AH F
TAAWUN	T AA W AH N
TABAEEN	T AE B IY AH N
TABAHI	T AE B AH HH IY
TABASSUM	T AH B AE S AH M
TABDEEL	T AE B D IY L
TABDEELI	T AE B D AH L IY
TABDEELIAN	T AE B D IY L IY AH N
TABDEELIYON	T AE B D AH L IY AY AH N
TABEE	T AE B IY
TABISH	T AE B IH SH
TABIYYAT	T EY B IY AY AY AH T
TABLEEGH	T AE B L IY
TABLEEGHI	T AE B L IY IY
TABLO	T AE B L OW
TADAAD	T AE D AH D
TADABEER	T AE D AH B IH R
TADFEEN	T AE D F IY AH N
TADREES	T EY D R IY Z
TAEES	T IY Z
TAENTALIS	T IY N T AH L AH S
TAENTEES	T IY N T IY Z
TAENTIS	T IY N T AH S
TAFARRUQA	T AH F AE R AH K AH
TAFAUL	T AE F AH L
TAFAWUT	T AE F AH AH T
TAFFANUN	T AE F AH N AH N
TAFHEEM	T AE F IY M
TAFREEHI	T AE F R AH HH IY
TAFTEESH	T AE F T IY SH
TAFTEESHI	T AE F T AH SH IY
TAFUN	T AE F AH N
TAFWEEZ	T AE F W IY Z
TAGHAFUL	T AE AH F AH L
TAGHAYYYUR	T AE EY AY AY AH R
TAGHLUQ	T AE L AH K
TAGHOTI	T AE AH T IY
TAHAEF	T AH HH IY F
TAHAFUZ	T AE HH AH F AH Z
TAHAMMUL	T AH HH AE M AH L
TAHAYUR	T AE HH EY AH R
TAHAYYA	T AH HH EY AY AH
TAHIEN	T AE HH IY AH N
TAIESE	T EY IY Z
TAIYUSHAT	T EY AY AH SH AH T
TAIZ	T EY Z
TAJARBA	T AH JH AA R B AH
TAJARBAAT	T AH JH AA R B AH T
TAJARUD	T AE JH AH R AH D
TAJDAAR	T AE JH D EY AH R
TAJHEEZ	T AE JH HH IY Z
TAJIR	T AE JH AH R
TAJIRON	T AE JH AH R AH N
TAJVEEZ	T AE JH IY Z
TAJWAR	T AE JH W AH R
TAJWEEZ	T AE JH W IY Z
TAJZIA	T AE JH Z IY AH
TAJZIYE	T AE JH Z IY AY
TAJZIYON	T AE JH Z IY AY AH N
TAK	T AE K
TAKALUF	T AE K AH L AH F
TAKAYUL	T AE K EY AH L
TAKE	T EY K
TAKEEZA	T EY K IY Z AH
TAKHALUS	T AE K AH L AH S
TAKHEER	T AH K IH R
TAKHFEEF	T AE K IY F
TAKHLEEQ	T AE K L IY K
TAKHREEB	T AE K R IY B
TAKMEEL	T AE K M IY L
TAKNIKI	T AE K N AH K IY
TALABAY	T AH L AE B EY IY
TALABB	T AE L AH B
TALASH	T AE L AH SH
TALE	T EY L
TALEED	T EY L D
TALEEM	T EY L IY M
TALEY	T EY L IY
TALK	T AO K
TALKH	T AE L K
TALKHI	T AE L K IY
TALKHIYAN	T AE L K IY AY AH N
TALKHIYON	T AE L K IY AY AH N
TALLO	T AE L OW
TALMEEHAAT	T AE L M IY HH AH T
TALQON	T AE L K AH N
TALUQ	T AE L AH K
TALUQAT	T AE L AH K AH T
TALWAR	T AE L W AH R
TAMAAM	T AE M AH M
TAMAM	T AE M AH M
TAMANAON	T AH M AE N EY AH N
TAMASHAIYON	T AE M AH SH EY AY AH N
TAMASKHUR	T AH M AE S AH R
TAMGHA	T AE M AH
TAMGHE	T AE M
TAMGHON	T AE M AH N
TAMHEES	T AE M HH IY Z
TANAFUSKE	T AE N AH F AH S
TANAO	T AE N EY OW
TANASUB	T AE N AH S AH B
TANAVUL	T AE N AH V AH L
TANAWO	T AE N AH OW
TANAZE	T AH N EY Z
TANAZIA	T AH N EY Z IY AH
TANG	T AE NG
TANG(2)	T AA NG
TANGDASTI	T AE N G D AE S T IY
TANHA	T AE N HH AH
TANK	T AE NG K
TANKEED	T AE NG K IY D
TANKY	T AE NG K IY
TANOLI	T AE N AH L IY
TANQEES	T AE N K IY Z
TANSEEKH	T AE N S IY K
TANZ	T AE N Z
TANZEEM	T AE N Z IY M
TANZULI	T AE N Z AH L IY
TAOOZ	T EY UW Z
TAPSARA	T AE P S AH R AH
TAQALUM	T AE K AH L AH M
TAQARRURARI	T AE K AH R UH R AH R IY
TAQDDUS	T AE K D AH S
TAQDEER	T AE K D IH R
TAQLEEL	T AE K L IY L
TAQREEBA	T AE K R IY B AH
TAQREEBAN	T AE K R IY B AH N
TAQSEEM	T AE K S IY M
TAQUB	T AE K W B
TAQWIYAT	T AE K W IY AY AH T
TARAF	T AE R AH F
TARAH	T AE R AH
TARAJIM	T AA R AH JH IH M
TARAKE	T AH R EY K
TARAKI	T AE R AH K IY
TARAKIYAT	T AE R AH K IY AY AH T
TARAN	T AE R AH N
TARAQI	T AE R AH K IY
TARASHON	T AA R AE SH AO N
TARBIATI	T AA R B IY AH T IY
TAREEFEN	T AA R IY F EH N
TAREEKH	T AH R IY K
TAREEKHON	T AH R IY K AH N
TAREEKHY	T AH R IY K IY
TAREEQA	T AH R IY K AH
TAREEQE	T AH R IY K
TARFS	T AA R F S
TARGHEEB	T AH R IY B
TARHA	T AA R AH
TARHEE	T AH R IY IY
TARJEEH	T AA R JH IY
TARJEEHAT	T AA R JH IY HH AH T
TARJUMAAN	T AA R JH UW M EY AH N
TARJUMANI	T AA R JH UW M AH N IY
TARMEEM	T AA R M IY M
TARPAN	T AA R P AE N
TARRH	T AE R
TARSHOL	T AA R SH AH L
TARWEEJ	T AA R W IY JH
TARZ	T AA R Z
TARZEFIKR	T AA R Z AH F AH K R
TASADUQ	T AE S AH D AH K
TASAHAL	T AE S AH AH L
TASALSUL	T AH S AE L S AH L
TASAWAR	T AE S AH AH R
TASAWUF	T AE S AH AH F
TASDEEQ	T AE Z D IY K
TASFIYA	T AE S IY AY AH
TASFIYE	T AE S IY AY
TASHADUD	T AE SH AH D AH D
TASHAKHUS	T AE SH AH K AH S
TASHANUJ	T AE SH AH N AH JH
TASHAYON	T AE SH EY AH N
TASHBEEH	T AE SH B IY
TASHBEEHEN	T AE SH B IY AH N
TASHBIYAT	T AE SH B IY AY AH T
TASH-HEER	T AE SH HH IY ER
TASHKHEESH	T AE SH IY SH
TASHREEF	T AE SH R IY F
TASHWEESH	T AE SH W IY SH
TASK	T AE S K
TASKHEER	T AE S IH R
TASLEEM	T AE Z L IY M
TASSAVURAAT	T AE S AE V Y AH R AH T
TASUR	T AE S AH R
TASURAT	T AE S AH R AH T
TASVEER	T AE Z IH R
TASVEEREN	T AE Z AH R AH N
TAUFEEQ	T AH F IY K
TAUHEEN	T AO HH IY AH N
TAUHFATAN	T AH F EY T AH N
TAUHMAT	T AO M AH T
TAUSEEF	T AH S IY F
TAUSEEH	T AO S IY
TAUSEEY	T AW Z IY IY
TAUZEEH	T AO Z IY
TAWAJAH	T AO AH JH AH
TAWAJAU	T AO AH JH AH
TAWAQA	T AO AH K AH
TAWAQUAAT	T AO AE K W AH T
TAWAZA	T AO AH Z AH
TAWAZUN	T AO AH Z AH N
TAWEEL	T AO IY L
TAWQAF	T AO K AH F
TAXATION	T AE K S EY SH AH N
TAYANAAT	T EY AH N AH T
TAYYAB	T EY AY AH B
TAYYABA	T EY AY AH B AH
TAYYAQUN	T EY AY AH K W N
TAYYAR	T EY AY AH R
TAYYUN	T EY AY AH N
TAZABZUB	T AH Z AE B Z AH B
TAZEEN	T EY Z IY AH N
TAZHEEQ	T AE Z HH IY K
TAZLEEL	T AE Z L IY L
TDAY	T D EY IY
TEACHER	T IY CH ER
TEACHING	T IY CH IH NG
TEAM	T IY M
TECHNICIANS	T EH K N IH SH AH N Z
TECHNOLOGIES	T EH K N AA L AH JH IY Z
TECHNOLOGY	T EH K N AA L AH JH IY
TECNO	T EH K N OW
TEE	T IY
TEEN	T IY N
TEENS	T IY N Z
TEERGI	T IH R JH IY
TEERON	T IH R AH N
TEES	T IY Z
TEESRAY	T IY Z R EY
TEHATTAR	T AH HH AE T AH R
TEHKEKAAT	T EH K AH K AH T
TEHQEEQ	T EH HH K IY K
TEHREEK	T AH R IY K
TEHREER	T AH R IH R
TEHREERON	T EH R AH R AH N
TEHRO	T EH R OW
TEHSEEL	T AH S IY L
TEHSEELON	T AH S IY L AH N
TEHWAR	T EH W AH R
TEHWEEL	T EH W IY L
TEHZEEB	T AH Z IY B
TEHZEEBI	T AH Z IY B IY
TELEFARE	T EH L AH F EH R
TELENT	T IY L AH N T
TELEPHONE	T EH L AH F OW N
TELEVESION	T AH L IY V Z IY AH N
TELEVISION	T EH L AH V IH ZH AH N
TEN	T EH N
TENS	T EH N Z
TENSION	T EH N SH AH N
TERA	T EH R AH
TERANVE	T EH R AH N V
TERASSI	T AH R AE S IY
TERAY	T EH R EY IY
TERE	T IH R
TERHA	T EH R AH
TERHAN	T EH R AH N
TERHE	T EH R
TERI	T EH R IY
TESER	T S AH R
TEST	T EH S T
TEY	T IY IY
TEZ	T EH Z
TEZI	T EH Z IY
TGHALFUL	T AE L F AH L
TH	T IY EY CH
THA	TH AA
THAAM	TH AA M
THAG	TH AE G
THAI	T AY
THAIIS	TH EY AH S
THAILI	TH EY L IY
THAIWA	TH EY W AH
THAK	TH AE K
THAKUR	TH AE K AH R
THAL	TH AE L
THAM	TH AE M
THANA	TH AE N AH
THANDA	TH AE N D AH
THANEDAAR	TH AH N EH D EY AH R
THANK	TH AE NG K
THANKA	TH AE NG K AH
THANKHOWA	TH AE NG K OW AH
THANKS	TH AE NG K S
THANKYOU	TH AE NG K Y UW
THANON	TH AE N AH N
THAR	TH AA R
THAREY	TH AE R IY
THAT	DH AE T
THAT(2)	DH AH T
THATS	DH AE T S
THAY	TH EY IY
THE	DH AH
THE(2)	DH IY
THEATURE	DH IY EY T Y AH R
THEEK	TH IY K
THEHARNAY	TH AH HH AA R N EY IY
THEHRAO	TH EH R EY OW
THEIR	DH EH R
THEK	TH EH K
THEKANAY	TH AH K AE N EY IY
THEKEDAR	TH EH K AH D AH R
THEKNAY	TH EH K N EY IY
THELE	TH IY L
THEM	DH EH M
THEM(2)	DH AH M
THEME	TH IY M
THEN	DH EH N
THEORY	TH IH R IY
THEORY(2)	TH IY ER IY
THERA	TH EH R AH
THERE	DH EH R
THES	DH AH Z
THESE	DH IY Z
THESIS	TH IY S IH S
THEY	DH EY
THI	TH IY
THIKANE	TH AH K EY N
THINK	TH IH NG K
THIRD	TH ER D
THIRTEEN	TH ER T IY N
THIRTY	TH ER D IY
THIS	DH IH S
THITHAR	TH IH TH AH R
THOHAR	TH AA AH R
THOONS	TH UW N Z
THOOSNE	TH UW Z N
THORA	TH AO R AH
THORE	TH AO R
THORI	TH AO R IY
THOS	DH OW Z
THOSE	DH OW Z
THOTHA	TH AA TH AH
THOUSAND	TH AW Z AH N D
THOUSAND(2)	TH AW Z AH N
THREE	TH R IY
THRESATH	TH R EH S AH TH
THROAT	TH R OW T
THROUGH	TH R UW
THSILDAR	TH S IH L D AH R
THU	TH UW
THUDAY	TH UW D EY IY
THUKRA	TH AH K R AH
THUSA	TH UW S AH
TICHA	T IH CH AH
TIJARAT	T IH JH AH R AH T
TIJORI	T IH JH AH R IY
TIJORIYAN	T IH JH AH R IY AY AH N
TIME	T AY M
TIOILET	T AY OY L AH T
TIP	T IH P
TIRCHI	T AH R CH IY
TIRMAJI	T AH R M AH JH IY
TISSUE	T IH S Y UW
TISSUE(2)	T IH SH UW
TNDHI	T N D HH IY
TO	T UW
TO(2)	T IH
TO(3)	T AH
TODAY	T AH D EY
TODAY(2)	T UW D EY
TOFEL	T AA F AH L
TOGETHER	T AH G EH DH ER
TOH	T OW
TOHFA	T AA F AH
TOHFAY	T AA F EY IY
TOHFON	T AA F AH N
TOJEEH	T OW JH IY
TOLD	T OW L D
TOLEDY	T OW L D IY
TOLIYE	T OW L IY AY
TONGUE	T AH NG
TOO	T UW
TOOFAN	T UW F AH N
TOR	T AO R
TOREN	T AO R AH N
TOU	T UW
TOUHAM	T AW HH AH M
TOURISM	T UH R IH Z AH M
TOURNAMENT	T UH R N AH M AH N T
TOURNAMENTS	T ER N AH M AH N T S
TOWN	T AW N
TOYOTA	T OW Y OW T AH
TOZIHAT	T AA Z AH HH AH T
TRABUNAL	T R AE B Y UW N AH L
TRADE	T R EY D
TRADING	T R EY D IH NG
TRAGEDY	T R AE JH AH D IY
TRAILER	T R EY L ER
TRAIN	T R EY N
TRANFFIC	T R AE N F AH K
TRANSACTION	T R AE N Z AE K SH AH N
TRANSFER	T R AE N S F ER
TRANSFORMER	T R AE N S F AO R M ER
TRANSISTOR	T R AE N Z IH S T ER
TRANSMISSION	T R AE N S M IH SH AH N
TRANSMISSION(2)	T R AE N Z M IH SH AH N
TRANSPARENCY	T R AE N S P EH R AH N S IY
TRAVELERS	T R AE V AH L ER Z
TRAVELERS(2)	T R AE V L ER Z
TREASURY	T R EH ZH ER IY
TREATTAR	T R IY T ER
TREE	T R IY
TRFIN	T R F IH N
TRIBYONL	T R IH B AY AH N L
TROUSER	T R AW Z ER
TRQYON	T R K AY AH N
TRY	T R AY
TSHEEH	T SH IY
TSUNAMI	T S UW N AA M IY
TSUNAMI(2)	S UW N AA M IY
TT	T IY T
TTAENTALIIS	T IY N T EY L IY AH S
TTAENTIIS	T IY N T IY AH S
TTEY	T IY IY
TTUAY	T Y UW EY IY
TU	T UW
TUAAY	T Y UW AH IY
TUBE	T UW B
TUBE(2)	T Y UW B
TUEY	T Y UW IY
TUFAAN	T Y UW F EY AH N
TUFAIL	T Y UW F EY L
TUGHYANI	T AH AY AH N IY
TUK	T UW K
TUKHAM	T AH K AH M
TUM	T AH M
TUMHARAY	T AH M HH AE R EY IY
TUMHARE	T AH M HH AH R
TUMHARI	T AH M HH AH R IY
TUMHARY	T AH M EH R IY
TUMHATAY	T AH M HH AE T EY IY
TUMHE	T AH M HH
TURNS	T ER N Z
TUTION	T Y UW SH AH N
TWELVE	T W EH L V
TWENTY	T W EH N T IY
TWO	T UW
TYAAG	T AY AH G
TYPE	T AY P
TYPHOID	T AY F OY D
TYYARIYAN	T AY AY AH R IY AY AH N
U	Y UW
U	Y UW
UAMR	Y UW AH M R
UBHAR	AH B AH R
UBHRA	AH B HH R AH
UBHRAIN	AH B HH R EY N
UBHRE	AH B HH R
UBHRI	AH B HH R IY
UBOOR	Y UW B OW AH R
UCHAK	AH CH AH K
UCHAL	AH CH AH L
UCHLI	AH K L IY
UDAAS	Y UW D AH Z
UDHAIR	AH D HH AH AH R
UDHAIRNE	AH D HH AH AH R N
UDHAM	AH D HH AH M
UDHAR	AH D AH R
UFAQ	Y UW F AH K
UFTADA	AH F T AH D AH
UGAYE	Y UW G EY
UGLA	AH G L AH
UGNE	AH N
UJAARR	Y UW JH AH R
UJAGAR	Y UW JH AH JH AH R
UJHLAT	AH JH HH L AH T
UJHRE	AH JH HH R
UJLAT	AH JH L AH T
UJRAT	AH JH R AH T
UJRI	AH JH R IY
UKARVI	Y UW K AA R V IY
UKHAAR	AH K EY AH R
UKHARNA	AH K AA R N AH
UL	AH L
ULAJH	Y UW L AH JH
ULFAT	AH L F AH T
ULJHA	AH L JH HH AH
ULJHAN	AH L JH AH N
ULJHAO	AH L JH HH EY OW
ULJHEN	AH L JH AH N
ULJHEY	AH L JH IY
ULJHI	AH L JH HH IY
ULLUL	AH L AH L
ULUQOOL	Y UW L AH K UW L
UMAR	Y UW M AH R
UMEED	Y UW M IY D
UMEEDVAR	Y UW M IY D AH R
UMOOMAN	Y UW M UW M AH N
UMOOR	Y UW M OW AH R
UMPIRE	AH M P AY ER
UMREIN	AH M R IY N
UN	AH N
UN(2)	Y UW EH N
UNAASIWAN	AH N AA S AH W AH N
UNASI	AH N AE S IY
UNATTIS	AH N AE T AH S
UNCHAAS	AH N CH AA Z
UNCHAS	AH N CH AE Z
UNDER	AH N D ER
UNDERGROUND	AH N D ER G R AW N D
UNDERSTAND	AH N D ER S T AE N D
UNFINISHED	AH N F IH N IH SH T
UNGHOOTA	AH N G UW T AH
UNGHOOTE	AH N G UW T
UNGHOOTIYAN	AH N G AH T IY AY AH N
UNGLI	AH N G L IY
UNGOOTHI	AH N G UW TH IY
UNHATTAR	AH N HH AE T ER
UNHEIN	AH N HH IY N
UNHO	AH N HH OW
UNHON	AH N HH AA N
UNHONI	AH N HH OW N IY
UNIDEF	Y UW N AH D EH F
UNIVERSITY	Y UW N AH V ER S AH T IY
UNKO	AH N K OW
UNN	AH N
UNNATEES	AH N EY T IY Z
UNNATTEES	AH N EY T IY Z
UNNIS	AH N AH S
UNSATH	AH N S AE TH
UNSAY	AH N S EY
UNTALIIS	AH N T EY L IY IY Z
UNTALIS	AH N T EY L IY Z
UNTHAK	AH N TH AE K
UNTIL	AH N T IH L
UNWAAN	AH N W EY AH N
UNWAN	AH N W AA N
UP	AH P
UPER	AH P ER
UQAAB	AH K AH B
UQARBA	AH K AA R B AH
UR	ER
URADAY	Y AH R AE D EY IY
URANE	Y AH R EY N
URANIUM	Y ER EY N IY AH M
URAYA	Y UH R EY AH
URAYE	Y UH R EY
URAYEN	Y UH R EY AH N
URDU	ER D UW
UREA	Y ER IY AH
URF	AH R F
URHE	AH R
URHNE	AH R N
UROOJ	Y AH R UW JH
URRA	AH R AH
URRAYIN	AH R EY AH N
URS	AH R Z
URSA	ER S AH
URUN	Y UH R AH N
US	AH S
US(2)	Y UW EH S
USATHWIEN	Y UW S AE TH W IY AH N
USAY	Y UW S EY IY
USE	Y UW S
USE(2)	Y UW Z
USED	Y UW Z D
USER	Y UW Z ER
USHAAK	AH SH AH K
USHAR	AH SH AH R
USKA	AH S AH
USKAY	AH S EY IY
USKI	AH S IY
USKO	AH S OW
USNAY	AH Z N EY IY
USS	Y UW EH S EH S
USSE	AH S
USSI	AH S IY
USTAAD	AH S T AH D
USTAD	AH S T AH D
UTH	AH TH
UTHA	AH TH AH
UTHANE	AH TH EY N
UTHAO	AH TH EY OW
UTHAR	AH TH AH R
UTHAUN	AH TH AH N
UTHAYA	AH TH EY AH
UTHAYE	AH TH EY
UTHAYEN	AH TH EY AH N
UTHE	AH DH
UTHE(2)	AH TH
UTHEEN	AH DH IY AH N
UTHI	AH TH IY
UTHO	AH TH OW
UTHWA	AH TH W AH
UUCHAAL	Y UW AH CH EY AH L
UZAM	Y UW Z AH M
UZBAK	AH Z AH K
UZLAAT	AH Z L AH T
UZMA	AH Z M AH
V	V IY
V	V IY
VALUE	V AE L Y UW
VALVET	V AE L V AH T
VAMP	V AE M P
VAN	V AE N
VED	V EH D
VEEP	V IY P
VERA	V EH R AH
VERIFICAION	V AH R IH F AH K EY IY AH N
VERIFICATION	V EH R AH F AH K EY SH AH N
VERIFY	V EH R AH F AY
VERSION	V ER ZH AH N
VERY	V EH R IY
VIDEO	V IH D IY OW
VIDEOS	V IH D IY OW Z
VIM	V IH M
VIRAL	V AY R AH L
VIRTUAL	V ER CH UW AH L
VIRUS	V AY R AH S
VISA	V IY Z AH
VISION	V IH ZH AH N
VOLLER	V AA L ER
VOLTAGE	V OW L T AH JH
VOLTAGE(2)	V OW L T IH JH
VOLUME	V AA L Y UW M
VORES	V AO R Z
VOWEL	V AW AH L
W	D AH B AH L Y UW
W	D AH B AH L Y UW
WAALA	W AA L AH
WAALI	W AA L IY
WAALID	W AA L AH D
WABAI	W AA B EY
WABAON	W AA B EY AH N
WADA	W AA D AH
WADAY	W AA D EY IY
WADERON	W EY D ER AO N
WADIYAT	W EY D IY AY AH T
WAEED	W IY D
WAFAD	W AA F AH D
WAFAON	W AA F EY AH N
WAFIR	W AA F AH R
WAGARNA	W AH G AA R N AH
WAGES	W EY JH AH Z
WAGES(2)	W EY JH IH Z
WAGHERA	W AA AH R AH
WAGON	W AE G AH N
WAHA	W AA HH AH
WAHAB	W AA HH AH B
WAHAN	W AA AH N
WAHIDMISSION	W AH HH IH D M IH S IY AH N
WAHLA	W AA L AH
WAHN	W AA N
WAIN	W EY N
WAISAY	W EY S EY IY
WAISE	W EY Z
WAIT	W EY T
WAITED	W EY T IH D
WAITING	W EY T IH NG
WAJA	W AA JH AH
WAJAH	W AA JH AH
WAJDAN	W AA JH D AH N
WAJIB	W AA JH AH B
WAJOHAAT	W AA JH AH HH AH T
WALA	W AO L AH
WALAIKUM	W AH L EY K AH M
WALAIKUMALSALAM	W AH L EY K Y AH M AE L S AH L AH M
WALAIKUMSALAM	W AA L AH K AH M Z AH L AH M
WALAY	W AA L EY IY
WALD	W AO L D
WALE	W EY L
WALI	W AA L IY
WALIDAIN	W EY L AH D AH IH N
WALKIUM	W AA L K IY AH M
WALON	W AA L AH N
WALOUN	W AH L AW N
WALVELA	W AA L V AH L AH
WANT	W AA N T
WANT(2)	W AO N T
WAPDA	W AA P D AH
WAQ	W AE K
WAQAI	W AE K EY
WAQAT	W AE K AH T
WAQAYE	W AE K EY
WAQEYE	W AE K EY
WAQFA	W AE K AH
WAQFE	W AE K
WAQFIYAT	W AE K IY AY AH T
WAQIYAH	W AH K IY AY AH
WAQIYATAN	W AE K IY AY EY T AH N
WAQT	W AE K T
WAQUA	W AE K W AH
WARAIJ	W AH R EY JH
WARD	W AO R D
WARGUZAAR	W AO R G Y UW Z EY AH R
WARZISH	W AO R Z AH SH
WAS	W AA Z
WASAIL	W AH S EY L
WASF	W AA S
WASITA	W AA S AH T AH
WASTING	W EY S T IH NG
WATAN	W EY T AH N
WATCH	W AA CH
WATCH(2)	W AO CH
WATCHING	W AA CH IH NG
WATTS	W AA T S
WAVES	W EY V Z
WAY	W EY
WAZAN	W EY Z AH N
WAZEEFA	W EY Z IY F AH
WAZEER	W EY Z IH R
WAZEY	W EY Z IY
WAZIR	W AA Z IH R
WAZIRA	W AA Z AH R AH
WE	W IY
WEARS	W EH R Z
WEB	W EH B
WEBSITE	W EH B S AY T
WEDDING	W EH D IH NG
WEEJI	W IY JH IY
WEHSHAT	W EH SH AH T
WEHSHI	W EH SH IY
WEHSHIANA	W AH SH IY AH N AH
WELCOME	W EH L K AH M
WELDING	W EH L D IH NG
WELFARE	W EH L F EH R
WELL	W EH L
WELLS	W EH L Z
WENT	W EH N T
WERE	W ER
WERENT	W IY R AH N T
WEST	W EH S T
WESTERN	W EH S T ER N
WESTERN(2)	HH W EH S T ER N
WHAT	W AH T
WHAT(2)	HH W AH T
WHEEL	W IY L
WHEEL(2)	HH W IY L
WHEN	W EH N
WHEN(2)	HH W EH N
WHEN(3)	W IH N
WHEN(4)	HH W IH N
WHENYOU	W EH N AY UW
WHERE	W EH R
WHERE(2)	HH W EH R
WHICH	W IH CH
WHICH(2)	HH W IH CH
WHILE	W AY L
WHILE(2)	HH W AY L
WHO	HH UW
WHOLE	HH OW L
WHY	W AY
WHY(2)	HH W AY
WICKET	W IH K AH T
WICKET(2)	HH W IH K AH T
WIFAAQI	W IH F AH K IY
WIFAQ	W IH F AH K
WIFE	W AY F
WIG	W IH G
WILDHOOD	W AY L D HH UH D
WILL	W IH L
WILL(2)	W AH L
WINDOWS	W IH N D OW Z
WING	W IH NG
WIRELESS	W AY R L IH S
WITH	W IH DH
WITH(2)	W IH TH
WITHOUT	W IH TH AW T
WITHOUT(2)	W IH DH AW T
WIZARAT	W IH Z AH R AH T
WLARUS	W L AE R AH S
WO	W OW
WO(2)	HH W OW
WOH	W OW
WOHI	W AA HH IY
WOMEN	W IH M AH N
WOOD	W UH D
WORD	W ER D
WORDS	W ER D Z
WORK	W ER K
WORLD	W ER L D
WOW	W AW
WRESTLING	R EH S L IH NG
WRESTLING(2)	R EH S AH L IH NG
WRITE	R AY T
WRONG	R AO NG
WUFOOD	W UW F UW D
WUJOOD	W UW JH UW D
WUJOOH	W UW JH UW
WUQOOF	W AH K UW F
WUQU	W AH K W
WUSATON	W UW S AH T AH N
WUSOOQ	W UW S AH K
WUZARA	W UW Z AH R AH
X	EH K S
X	EH K S
Y	W AY
Y	W AY
YA	Y AA
YAAD	Y AA D
YAANI	Y AA N IY
YAAR	Y EY AH R
YAB	Y AE B
YADEN	Y EY D AH N
YAE	Y IY
YAHAN	Y AE AH N
YAHI	Y AA HH IY
YAHUDI	Y AE HH Y AH D IY
YAKHNI	Y AE K N IY
YAKSAAN	Y AE K S EY AH N
YAKSAN	Y AE K S AH N
YALGHAMAR	Y AE L AH M AH R
YALGHAR	Y AE L AH R
YANG	Y AE NG
YAQEEN	Y AE K IY AH N
YAQEENAN	Y AH K IY N AH N
YAQEENY	Y AH K IY N IY
YAUM	Y AO M
YAZDANI	Y AE Z D AH N IY
YE	Y IY
YE(2)	Y EH
YEARS	Y IH R Z
YEH	Y EH
YEHI	Y EH HH IY
YELLOW	Y EH L OW
YES	Y EH S
YGANGT	Y G AE N G T
YOGA	Y OW G AH
YOON	Y UW N
YOU	Y UW
YOUNG	Y AH NG
YOUR	Y AO R
YOUR(2)	Y UH R
YUHIN	Y AH HH AH N
Z	Z IY
Z	Z IY
ZAAD	Z AA D
ZAAHIR	Z AA HH AH R
ZAAL	Z EY AH L
ZABAN	Z EY B AH N
ZABARDAST	Z AH B AA R D AH S T
ZABOON	Z AH B UW N
ZADA	Z AA D AH
ZAEEF	Z IY AH F
ZAHEER	Z AE IH R
ZAHID	Z AE HH AH D
ZAHIR	Z AH HH IH R
ZAHOOR	Z AE HH OW AH R
ZAHRILI	Z AE R AH L IY
ZAIB	Z EY B
ZAID	Z EY D
ZAIDI	Z EY D IY
ZAIL	Z EY L
ZAIN	Z EY N
ZAIR	Z AE AH R
ZAKHAIR	Z AE K AH AH R
ZAKHEEM	Z AE K IY M
ZAKHEERA	Z AE K AH R AH
ZAKHMI	Z AE K M IY
ZAL	Z AE L
